id,framework_code,version_number,control_number,domain_code,domain_name_en,title_en,title_ar,requirement_en,requirement_ar,objective_en,control_type,control_category,maturity_level,priority,is_mandatory,testing_frequency,status
1430,PCI-DSS,4.0,5.58,5,Monitor & Test,Monitor & Test - Control 58,Monitor & Test - ضابط 58,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1431,PCI-DSS,4.0,6.58,6,Policy,Policy - Control 58,Policy - ضابط 58,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1432,PCI-DSS,4.0,1.59,1,Build & Maintain,Build & Maintain - Control 59,Build & Maintain - ضابط 59,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1433,PCI-DSS,4.0,2.59,2,Protect Data,Protect Data - Control 59,Protect Data - ضابط 59,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1434,PCI-DSS,4.0,3.59,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 59,Vulnerability Mgmt - ضابط 59,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1435,PCI-DSS,4.0,4.59,4,Access Control,Access Control - Control 59,Access Control - ضابط 59,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1436,PCI-DSS,4.0,5.59,5,Monitor & Test,Monitor & Test - Control 59,Monitor & Test - ضابط 59,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1437,PCI-DSS,4.0,6.59,6,Policy,Policy - Control 59,Policy - ضابط 59,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1438,PCI-DSS,4.0,1.60,1,Build & Maintain,Build & Maintain - Control 60,Build & Maintain - ضابط 60,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1439,PCI-DSS,4.0,2.60,2,Protect Data,Protect Data - Control 60,Protect Data - ضابط 60,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1440,PCI-DSS,4.0,3.60,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 60,Vulnerability Mgmt - ضابط 60,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1441,PCI-DSS,4.0,4.60,4,Access Control,Access Control - Control 60,Access Control - ضابط 60,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
1442,PCI-DSS,4.0,5.60,5,Monitor & Test,Monitor & Test - Control 60,Monitor & Test - ضابط 60,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1443,PCI-DSS,4.0,6.60,6,Policy,Policy - Control 60,Policy - ضابط 60,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1444,PCI-DSS,4.0,1.61,1,Build & Maintain,Build & Maintain - Control 61,Build & Maintain - ضابط 61,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1445,PCI-DSS,4.0,2.61,2,Protect Data,Protect Data - Control 61,Protect Data - ضابط 61,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
